origin,destination,hour,origin_category,dest_category,multiplier,priority_weight,expected_trips,trips
McCormick Tribune Campus Center,S.R. Crown Hall,11,Student Center,Academic,0.5,1.0,4.0,1
McCormick Tribune Campus Center,S.R. Crown Hall,12,Student Center,Academic,0.5,1.0,4.0,4
McCormick Tribune Campus Center,S.R. Crown Hall,13,Student Center,Academic,0.5,1.0,4.0,2
McCormick Tribune Campus Center,S.R. Crown Hall,14,Student Center,Academic,0.5,1.0,4.0,4
McCormick Tribune Campus Center,S.R. Crown Hall,15,Student Center,Academic,0.5,1.0,4.0,4
McCormick Tribune Campus Center,S.R. Crown Hall,16,Student Center,Academic,0.5,1.0,4.0,3
McCormick Tribune Campus Center,S.R. Crown Hall,17,Student Center,Academic,0.5,1.0,4.0,3
McCormick Tribune Campus Center,S.R. Crown Hall,18,Student Center,Academic,0.5,1.0,4.0,3
McCormick Tribune Campus Center,S.R. Crown Hall,19,Student Center,Academic,0.2,1.0,1.6,3
McCormick Tribune Campus Center,S.R. Crown Hall,20,Student Center,Academic,0.2,1.0,1.6,0
McCormick Tribune Campus Center,S.R. Crown Hall,21,Student Center,Academic,0.2,1.0,1.6,2
McCormick Tribune Campus Center,S.R. Crown Hall,22,Student Center,Academic,0.2,1.0,1.6,1
McCormick Tribune Campus Center,The Commons,7,Student Center,Dining,0.5,1.0,4.0,3
McCormick Tribune Campus Center,The Commons,8,Student Center,Dining,0.5,1.0,4.0,5
McCormick Tribune Campus Center,The Commons,9,Student Center,Dining,0.5,1.0,4.0,3
McCormick Tribune Campus Center,The Commons,10,Student Center,Dining,0.2,1.0,1.6,1
McCormick Tribune Campus Center,The Commons,11,Student Center,Dining,1.0,1.0,8.0,7
McCormick Tribune Campus Center,The Commons,12,Student Center,Dining,1.0,1.0,8.0,12
McCormick Tribune Campus Center,The Commons,13,Student Center,Dining,1.0,1.0,8.0,13
McCormick Tribune Campus Center,The Commons,14,Student Center,Dining,0.2,1.0,1.6,2
McCormick Tribune Campus Center,The Commons,15,Student Center,Dining,0.2,1.0,1.6,3
McCormick Tribune Campus Center,The Commons,16,Student Center,Dining,0.2,1.0,1.6,1
McCormick Tribune Campus Center,The Commons,17,Student Center,Dining,1.0,1.0,8.0,6
McCormick Tribune Campus Center,The Commons,18,Student Center,Dining,1.0,1.0,8.0,9
McCormick Tribune Campus Center,The Commons,19,Student Center,Dining,1.0,1.0,8.0,7
McCormick Tribune Campus Center,The Commons,20,Student Center,Dining,0.2,1.0,1.6,0
McCormick Tribune Campus Center,The Commons,21,Student Center,Dining,0.2,1.0,1.6,2
McCormick Tribune Campus Center,The Commons,22,Student Center,Dining,0.2,1.0,1.6,1
Paul Galvin Library,Alpha Sigma Phi,7,Library,Greek Housing,0.2,0.25,0.4,0
Paul Galvin Library,Alpha Sigma Phi,8,Library,Greek Housing,0.5,0.25,1.0,1
Paul Galvin Library,Alpha Sigma Phi,9,Library,Greek Housing,0.5,0.25,1.0,1
Paul Galvin Library,Alpha Sigma Phi,10,Library,Greek Housing,0.5,0.25,1.0,1
Paul Galvin Library,Alpha Sigma Phi,11,Library,Greek Housing,0.5,0.25,1.0,2
Paul Galvin Library,Alpha Sigma Phi,12,Library,Greek Housing,0.5,0.25,1.0,0
Paul Galvin Library,Alpha Sigma Phi,13,Library,Greek Housing,0.5,0.25,1.0,0
Paul Galvin Library,Alpha Sigma Phi,14,Library,Greek Housing,0.5,0.25,1.0,0
Paul Galvin Library,Alpha Sigma Phi,15,Library,Greek Housing,0.5,0.25,1.0,1
Paul Galvin Library,Alpha Sigma Phi,16,Library,Greek Housing,0.5,0.25,1.0,1
Paul Galvin Library,Alpha Sigma Phi,17,Library,Greek Housing,0.5,0.25,1.0,1
Paul Galvin Library,Alpha Sigma Phi,18,Library,Greek Housing,0.5,0.25,1.0,0
Paul Galvin Library,Alpha Sigma Phi,19,Library,Greek Housing,0.2,0.25,0.4,0
Paul Galvin Library,Alpha Sigma Phi,20,Library,Greek Housing,0.2,0.25,0.4,0
Paul Galvin Library,Alpha Sigma Phi,21,Library,Greek Housing,0.2,0.25,0.4,0
Paul Galvin Library,Alpha Sigma Phi,22,Library,Greek Housing,0.2,0.25,0.4,0
Paul Galvin Library,Arthur S. Keating Sports Center,7,Library,Recreation,0.2,0.75,1.2,0
Paul Galvin Library,Arthur S. Keating Sports Center,8,Library,Recreation,0.2,0.75,1.2,1
Paul Galvin Library,Arthur S. Keating Sports Center,9,Library,Recreation,0.2,0.75,1.2,0
Paul Galvin Library,Arthur S. Keating Sports Center,10,Library,Recreation,0.2,0.75,1.2,0
Paul Galvin Library,Arthur S. Keating Sports Center,11,Library,Recreation,0.2,0.75,1.2,1
Paul Galvin Library,Arthur S. Keating Sports Center,12,Library,Recreation,0.2,0.75,1.2,0
Paul Galvin Library,Arthur S. Keating Sports Center,13,Library,Recreation,0.2,0.75,1.2,0
Paul Galvin Library,Arthur S. Keating Sports Center,14,Library,Recreation,0.2,0.75,1.2,0
Paul Galvin Library,Arthur S. Keating Sports Center,15,Library,Recreation,0.7,0.75,4.2,2
Paul Galvin Library,Arthur S. Keating Sports Center,16,Library,Recreation,0.7,0.75,4.2,5
Paul Galvin Library,Arthur S. Keating Sports Center,17,Library,Recreation,0.7,0.75,4.2,3
Paul Galvin Library,Arthur S. Keating Sports Center,18,Library,Recreation,0.7,0.75,4.2,6
Paul Galvin Library,Arthur S. Keating Sports Center,19,Library,Recreation,0.7,0.75,4.2,5
Paul Galvin Library,Arthur S. Keating Sports Center,20,Library,Recreation,0.7,0.75,4.2,5
Paul Galvin Library,Arthur S. Keating Sports Center,21,Library,Recreation,0.7,0.75,4.2,5
Paul Galvin Library,Arthur S. Keating Sports Center,22,Library,Recreation,0.2,0.75,1.2,2
Paul Galvin Library,Chemistry Research Building,7,Library,Academic,0.2,0.75,1.2,0
Paul Galvin Library,Chemistry Research Building,8,Library,Academic,0.5,0.75,3.0,4
Paul Galvin Library,Chemistry Research Building,9,Library,Academic,0.5,0.75,3.0,4
Paul Galvin Library,Chemistry Research Building,10,Library,Academic,0.5,0.75,3.0,3
Paul Galvin Library,Chemistry Research Building,11,Library,Academic,0.5,0.75,3.0,2
Paul Galvin Library,Chemistry Research Building,12,Library,Academic,0.5,0.75,3.0,3
Paul Galvin Library,Chemistry Research Building,13,Library,Academic,0.5,0.75,3.0,3
Paul Galvin Library,Chemistry Research Building,14,Library,Academic,0.5,0.75,3.0,5
Paul Galvin Library,Chemistry Research Building,15,Library,Academic,0.5,0.75,3.0,3
Paul Galvin Library,Chemistry Research Building,16,Library,Academic,0.5,0.75,3.0,2
Paul Galvin Library,Chemistry Research Building,17,Library,Academic,0.5,0.75,3.0,4
Paul Galvin Library,Chemistry Research Building,18,Library,Academic,0.5,0.75,3.0,4
Paul Galvin Library,Chemistry Research Building,19,Library,Academic,0.2,0.75,1.2,0
Paul Galvin Library,Chemistry Research Building,20,Library,Academic,0.2,0.75,1.2,0
Paul Galvin Library,Chemistry Research Building,21,Library,Academic,0.2,0.75,1.2,0
Paul Galvin Library,Chemistry Research Building,22,Library,Academic,0.2,0.75,1.2,2
Paul Galvin Library,Cunningham Hall,7,Library,Residence,0.2,0.75,1.2,1
Paul Galvin Library,Cunningham Hall,8,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Cunningham Hall,9,Library,Residence,0.5,0.75,3.0,1
Paul Galvin Library,Cunningham Hall,10,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Cunningham Hall,11,Library,Residence,0.5,0.75,3.0,5
Paul Galvin Library,Cunningham Hall,12,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Cunningham Hall,13,Library,Residence,0.5,0.75,3.0,5
Paul Galvin Library,Cunningham Hall,14,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Cunningham Hall,15,Library,Residence,0.5,0.75,3.0,1
Paul Galvin Library,Cunningham Hall,16,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Cunningham Hall,17,Library,Residence,0.5,0.75,3.0,1
Paul Galvin Library,Cunningham Hall,18,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Cunningham Hall,19,Library,Residence,0.2,0.75,1.2,1
Paul Galvin Library,Cunningham Hall,20,Library,Residence,0.2,0.75,1.2,0
Paul Galvin Library,Cunningham Hall,21,Library,Residence,0.2,0.75,1.2,0
Paul Galvin Library,Cunningham Hall,22,Library,Residence,0.2,0.75,1.2,2
Paul Galvin Library,Farr Hall,7,Library,Residence,0.2,0.75,1.2,2
Paul Galvin Library,Farr Hall,8,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Farr Hall,9,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Farr Hall,10,Library,Residence,0.5,0.75,3.0,3
Paul Galvin Library,Farr Hall,11,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Farr Hall,12,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Farr Hall,13,Library,Residence,0.5,0.75,3.0,3
Paul Galvin Library,Farr Hall,14,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Farr Hall,15,Library,Residence,0.5,0.75,3.0,5
Paul Galvin Library,Farr Hall,16,Library,Residence,0.5,0.75,3.0,7
Paul Galvin Library,Farr Hall,17,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Farr Hall,18,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Farr Hall,19,Library,Residence,0.2,0.75,1.2,0
Paul Galvin Library,Farr Hall,20,Library,Residence,0.2,0.75,1.2,1
Paul Galvin Library,Farr Hall,21,Library,Residence,0.2,0.75,1.2,1
Paul Galvin Library,Farr Hall,22,Library,Residence,0.2,0.75,1.2,0
Paul Galvin Library,Grover M. Herman Hall,7,Library,Admin,0.2,0.5,0.8,1
Paul Galvin Library,Grover M. Herman Hall,8,Library,Admin,0.5,0.5,2.0,1
Paul Galvin Library,Grover M. Herman Hall,9,Library,Admin,0.5,0.5,2.0,1
Paul Galvin Library,Grover M. Herman Hall,10,Library,Admin,0.5,0.5,2.0,1
Paul Galvin Library,Grover M. Herman Hall,11,Library,Admin,0.5,0.5,2.0,5
Paul Galvin Library,Grover M. Herman Hall,12,Library,Admin,0.5,0.5,2.0,1
Paul Galvin Library,Grover M. Herman Hall,13,Library,Admin,0.5,0.5,2.0,3
Paul Galvin Library,Grover M. Herman Hall,14,Library,Admin,0.5,0.5,2.0,2
Paul Galvin Library,Grover M. Herman Hall,15,Library,Admin,0.5,0.5,2.0,3
Paul Galvin Library,Grover M. Herman Hall,16,Library,Admin,0.5,0.5,2.0,4
Paul Galvin Library,Grover M. Herman Hall,17,Library,Admin,0.5,0.5,2.0,1
Paul Galvin Library,Grover M. Herman Hall,18,Library,Admin,0.5,0.5,2.0,0
Paul Galvin Library,Grover M. Herman Hall,19,Library,Admin,0.2,0.5,0.8,2
Paul Galvin Library,Grover M. Herman Hall,20,Library,Admin,0.2,0.5,0.8,1
Paul Galvin Library,Grover M. Herman Hall,21,Library,Admin,0.2,0.5,0.8,2
Paul Galvin Library,Grover M. Herman Hall,22,Library,Admin,0.2,0.5,0.8,0
Paul Galvin Library,Kaplan Institute,7,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Kaplan Institute,8,Library,Academic,0.5,1.0,4.0,7
Paul Galvin Library,Kaplan Institute,9,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Kaplan Institute,10,Library,Academic,0.5,1.0,4.0,1
Paul Galvin Library,Kaplan Institute,11,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Kaplan Institute,12,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Kaplan Institute,13,Library,Academic,0.5,1.0,4.0,7
Paul Galvin Library,Kaplan Institute,14,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Kaplan Institute,15,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Kaplan Institute,16,Library,Academic,0.5,1.0,4.0,0
Paul Galvin Library,Kaplan Institute,17,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Kaplan Institute,18,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Kaplan Institute,19,Library,Academic,0.2,1.0,1.6,2
Paul Galvin Library,Kaplan Institute,20,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Kaplan Institute,21,Library,Academic,0.2,1.0,1.6,2
Paul Galvin Library,Kaplan Institute,22,Library,Academic,0.2,1.0,1.6,0
Paul Galvin Library,Main Building,7,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Main Building,8,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Main Building,9,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Main Building,10,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Main Building,11,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Main Building,12,Library,Academic,0.5,1.0,4.0,2
Paul Galvin Library,Main Building,13,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Main Building,14,Library,Academic,0.5,1.0,4.0,1
Paul Galvin Library,Main Building,15,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Main Building,16,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Main Building,17,Library,Academic,0.5,1.0,4.0,0
Paul Galvin Library,Main Building,18,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Main Building,19,Library,Academic,0.2,1.0,1.6,0
Paul Galvin Library,Main Building,20,Library,Academic,0.2,1.0,1.6,0
Paul Galvin Library,Main Building,21,Library,Academic,0.2,1.0,1.6,2
Paul Galvin Library,Main Building,22,Library,Academic,0.2,1.0,1.6,0
Paul Galvin Library,McCormick Student Village,7,Library,Residence,0.2,1.0,1.6,2
Paul Galvin Library,McCormick Student Village,8,Library,Residence,0.5,1.0,4.0,1
Paul Galvin Library,McCormick Student Village,9,Library,Residence,0.5,1.0,4.0,1
Paul Galvin Library,McCormick Student Village,10,Library,Residence,0.5,1.0,4.0,3
Paul Galvin Library,McCormick Student Village,11,Library,Residence,0.5,1.0,4.0,7
Paul Galvin Library,McCormick Student Village,12,Library,Residence,0.5,1.0,4.0,4
Paul Galvin Library,McCormick Student Village,13,Library,Residence,0.5,1.0,4.0,2
Paul Galvin Library,McCormick Student Village,14,Library,Residence,0.5,1.0,4.0,5
Paul Galvin Library,McCormick Student Village,15,Library,Residence,0.5,1.0,4.0,3
Paul Galvin Library,McCormick Student Village,16,Library,Residence,0.5,1.0,4.0,5
Paul Galvin Library,McCormick Student Village,17,Library,Residence,0.5,1.0,4.0,0
Paul Galvin Library,McCormick Student Village,18,Library,Residence,0.5,1.0,4.0,5
Paul Galvin Library,McCormick Student Village,19,Library,Residence,0.2,1.0,1.6,1
Paul Galvin Library,McCormick Student Village,20,Library,Residence,0.2,1.0,1.6,0
Paul Galvin Library,McCormick Student Village,21,Library,Residence,0.2,1.0,1.6,0
Paul Galvin Library,McCormick Student Village,22,Library,Residence,0.2,1.0,1.6,0
Paul Galvin Library,McCormick Tribune Campus Center,7,Library,Student Center,0.2,1.0,1.6,0
Paul Galvin Library,McCormick Tribune Campus Center,8,Library,Student Center,0.5,1.0,4.0,0
Paul Galvin Library,McCormick Tribune Campus Center,9,Library,Student Center,0.5,1.0,4.0,4
Paul Galvin Library,McCormick Tribune Campus Center,10,Library,Student Center,0.5,1.0,4.0,1
Paul Galvin Library,McCormick Tribune Campus Center,11,Library,Student Center,0.5,1.0,4.0,4
Paul Galvin Library,McCormick Tribune Campus Center,12,Library,Student Center,0.5,1.0,4.0,4
Paul Galvin Library,McCormick Tribune Campus Center,13,Library,Student Center,0.5,1.0,4.0,2
Paul Galvin Library,McCormick Tribune Campus Center,14,Library,Student Center,0.5,1.0,4.0,3
Paul Galvin Library,McCormick Tribune Campus Center,15,Library,Student Center,0.5,1.0,4.0,3
Paul Galvin Library,McCormick Tribune Campus Center,16,Library,Student Center,0.5,1.0,4.0,7
Paul Galvin Library,McCormick Tribune Campus Center,17,Library,Student Center,0.5,1.0,4.0,5
Paul Galvin Library,McCormick Tribune Campus Center,18,Library,Student Center,0.5,1.0,4.0,5
Paul Galvin Library,McCormick Tribune Campus Center,19,Library,Student Center,0.2,1.0,1.6,2
Paul Galvin Library,McCormick Tribune Campus Center,20,Library,Student Center,0.2,1.0,1.6,0
Paul Galvin Library,McCormick Tribune Campus Center,21,Library,Student Center,0.2,1.0,1.6,1
Paul Galvin Library,McCormick Tribune Campus Center,22,Library,Student Center,0.2,1.0,1.6,0
Paul Galvin Library,Perlstein Hall,7,Library,Academic,0.2,1.0,1.6,0
Paul Galvin Library,Perlstein Hall,8,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Perlstein Hall,9,Library,Academic,0.5,1.0,4.0,7
Paul Galvin Library,Perlstein Hall,10,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Perlstein Hall,11,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Perlstein Hall,12,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Perlstein Hall,13,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Perlstein Hall,14,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Perlstein Hall,15,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Perlstein Hall,16,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Perlstein Hall,17,Library,Academic,0.5,1.0,4.0,2
Paul Galvin Library,Perlstein Hall,18,Library,Academic,0.5,1.0,4.0,1
Paul Galvin Library,Perlstein Hall,19,Library,Academic,0.2,1.0,1.6,3
Paul Galvin Library,Perlstein Hall,20,Library,Academic,0.2,1.0,1.6,2
Paul Galvin Library,Perlstein Hall,21,Library,Academic,0.2,1.0,1.6,4
Paul Galvin Library,Perlstein Hall,22,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Pritzker Science Center,7,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Pritzker Science Center,8,Library,Academic,0.5,1.0,4.0,7
Paul Galvin Library,Pritzker Science Center,9,Library,Academic,0.5,1.0,4.0,2
Paul Galvin Library,Pritzker Science Center,10,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Pritzker Science Center,11,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Pritzker Science Center,12,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Pritzker Science Center,13,Library,Academic,0.5,1.0,4.0,6
Paul Galvin Library,Pritzker Science Center,14,Library,Academic,0.5,1.0,4.0,7
Paul Galvin Library,Pritzker Science Center,15,Library,Academic,0.5,1.0,4.0,5
Paul Galvin Library,Pritzker Science Center,16,Library,Academic,0.5,1.0,4.0,2
Paul Galvin Library,Pritzker Science Center,17,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,Pritzker Science Center,18,Library,Academic,0.5,1.0,4.0,4
Paul Galvin Library,Pritzker Science Center,19,Library,Academic,0.2,1.0,1.6,2
Paul Galvin Library,Pritzker Science Center,20,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Pritzker Science Center,21,Library,Academic,0.2,1.0,1.6,1
Paul Galvin Library,Pritzker Science Center,22,Library,Academic,0.2,1.0,1.6,0
Paul Galvin Library,Rowe Village Middle,7,Library,Residence,0.2,0.75,1.2,0
Paul Galvin Library,Rowe Village Middle,8,Library,Residence,0.5,0.75,3.0,5
Paul Galvin Library,Rowe Village Middle,9,Library,Residence,0.5,0.75,3.0,3
Paul Galvin Library,Rowe Village Middle,10,Library,Residence,0.5,0.75,3.0,3
Paul Galvin Library,Rowe Village Middle,11,Library,Residence,0.5,0.75,3.0,3
Paul Galvin Library,Rowe Village Middle,12,Library,Residence,0.5,0.75,3.0,5
Paul Galvin Library,Rowe Village Middle,13,Library,Residence,0.5,0.75,3.0,4
Paul Galvin Library,Rowe Village Middle,14,Library,Residence,0.5,0.75,3.0,1
Paul Galvin Library,Rowe Village Middle,15,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Rowe Village Middle,16,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Rowe Village Middle,17,Library,Residence,0.5,0.75,3.0,7
Paul Galvin Library,Rowe Village Middle,18,Library,Residence,0.5,0.75,3.0,2
Paul Galvin Library,Rowe Village Middle,19,Library,Residence,0.2,0.75,1.2,3
Paul Galvin Library,Rowe Village Middle,20,Library,Residence,0.2,0.75,1.2,2
Paul Galvin Library,Rowe Village Middle,21,Library,Residence,0.2,0.75,1.2,2
Paul Galvin Library,Rowe Village Middle,22,Library,Residence,0.2,0.75,1.2,1
Paul Galvin Library,S.R. Crown Hall,7,Library,Academic,0.2,1.0,1.6,3
Paul Galvin Library,S.R. Crown Hall,8,Library,Academic,0.5,1.0,4.0,3
Paul Galvin Library,S.R. Crown Hall,9,Library,Academic,0.5,1.0,4.0,3
